FAULT_ID	CITATION
42040	Ding Guoyu, 1984
42040	Kozhurin, data 1996
42040	Map of China, 1992
42041	Ding Guoyu, 1984
42041	Kozhurin, data 1996
42041	Map of China, 1992
42042	Ding Guoyu, 1984
42042	Kozhurin, data 1996
42042	Map of China, 1992
42043	Ding Guoyu, 1984
42043	Kozhurin, data 1996
42043	Map of China, 1992
42044	Ding Guoyu, 1984
42044	Kozhurin, data 1996
42044	Map of China, 1992
42045	Ding Guoyu, 1984
42045	Kozhurin, data 1996
42045	Map of China, 1992
42046	Ding Guoyu, 1984
42046	Kozhurin, data 1996
42046	Map of China, 1992
42047	Ding Guoyu, 1984
42047	Kozhurin, data 1996
42047	Map of China, 1992
42048	Ding Guoyu, 1984
42048	Kozhurin, data 1996
42048	Map of China, 1992
42049	Ding Guoyu, 1984
42049	Kozhurin, data 1996
42049	Map of China, 1992
42050	Ding Guoyu, 1984
42050	Kozhurin, data 1996
42050	Map of China, 1992
42051	Ding Guoyu, 1984
42051	Kozhurin, data 1996
42051	Map of China, 1992
42052	Ding Guoyu, 1984
42052	Kozhurin, data 1996
42052	Map of China, 1992
42053	Ding Guoyu, 1984
42053	Kozhurin, data 1996
42053	Map of China, 1992
42054	Ding Guoyu, 1984
42054	Kozhurin, data 1996
42054	Map of China, 1992
42055	Ding Guoyu, 1984
42055	Kozhurin, data 1996
42055	Map of China, 1992
42056	Ding Guoyu, 1984
42056	Kozhurin, data 1996
42056	Map of China, 1992
42057	Ding Guoyu, 1984
42057	Kozhurin, data 1996
42057	Map of China, 1992
42058	Working material, data 2019
42059	Ding Guoyu, 1984
42059	Kozhurin, data 1996
42059	Map of China, 1992
42060	Ding Guoyu, 1984
42060	Kozhurin, data 1996
42060	Map of China, 1992
42061	Ding Guoyu, 1984
42061	Kozhurin, data 1996
42061	Map of China, 1992
42062	Ding Guoyu, 1984
42062	Kozhurin, data 1996
42062	Map of China, 1992
42063	Ding Guoyu, 1984
42063	Kozhurin, data 1996
42063	Map of China, 1992
42064	Ding Guoyu, 1984
42064	Kozhurin, data 1996
42064	Map of China, 1992
42065	Ding Guoyu, 1984
42065	Kozhurin, data 1996
42065	Map of China, 1992
42066	Ding Guoyu, 1984
42066	Kozhurin, data 1996
42066	Map of China, 1992
42067	Ding Guoyu, 1984
42067	Kozhurin, data 1996
42067	Map of China, 1992
42068	Ding Guoyu, 1984
42068	Kozhurin, data 1996
42068	Map of China, 1992
42069	Ding Guoyu, 1984
42069	Kozhurin, data 1996
42069	Map of China, 1992
42070	Ding Guoyu, 1984
42070	Kozhurin, data 1996
42070	Map of China, 1992
42071	Ding Guoyu, 1984
42071	Kozhurin, data 1996
42071	Map of China, 1992
42072	Ding Guoyu, 1984
42072	Kozhurin, data 1996
42072	Map of China, 1992
42073	Ding Guoyu, 1984
42073	Kozhurin, data 1996
42073	Map of China, 1992
42074	Ding Guoyu, 1984
42074	Kozhurin, data 1996
42074	Map of China, 1992
42075	Ding Guoyu, 1984
42075	Kozhurin, data 1996
42075	Map of China, 1992
42076	Ding Guoyu, 1984
42076	Kozhurin, data 1996
42076	Map of China, 1992
42077	Ding Guoyu, 1984
42077	Kozhurin, data 1996
42077	Map of China, 1992
42078	Ding Guoyu, 1984
42078	Kozhurin, data 1996
42078	Map of China, 1992
42079	Ding Guoyu, 1984
42079	Kozhurin, data 1996
42079	Map of China, 1992
42080	Ding Guoyu, 1984
42080	Kozhurin, data 1996
42080	Map of China, 1992
42081	Ding Guoyu, 1984
42081	Kozhurin, data 1996
42081	Map of China, 1992
42082	Ding Guoyu, 1984
42082	Kozhurin, data 1996
42082	Map of China, 1992
42083	Ding Guoyu, 1984
42083	Kozhurin, data 1996
42083	Map of China, 1992
42084	Ding Guoyu, 1984
42084	Kozhurin, data 1996
42084	Map of China, 1992
42085	Ding Guoyu, 1984
42085	Kozhurin, data 1996
42085	Map of China, 1992
42086	Ding Guoyu, 1984
42086	Kozhurin, data 1996
42086	Map of China, 1992
42087	Ding Guoyu, 1984
42087	Kozhurin, data 1996
42087	Map of China, 1992
42088	Ding Guoyu, 1984
42088	Kozhurin, data 1996
42088	Map of China, 1992
42089	Ding Guoyu, 1984
42089	Kozhurin, data 1996
42089	Map of China, 1992
42090	Working material, data 2019
42091	Ding Guoyu, 1984
42091	Kozhurin, data 1996
42091	Map of China, 1992
42092	Ding Guoyu, 1984
42092	Kozhurin, data 1996
42092	Map of China, 1992
42093	Ding Guoyu, 1984
42093	Kozhurin, data 1996
42093	Map of China, 1992
42094	Ding Guoyu, 1984
42094	Kozhurin, data 1996
42094	Map of China, 1992
42095	Working material, data 2019
42096	Ding Guoyu, 1984
42096	Kozhurin, data 1996
42096	Map of China, 1992
42097	Ding Guoyu, 1984
42097	Kozhurin, data 1996
42097	Map of China, 1992
42098	Ding Guoyu, 1984
42098	Kozhurin, data 1996
42098	Map of China, 1992
42099	Ding Guoyu, 1984
42099	Kozhurin, data 1996
42099	Map of China, 1992
42100	Ding Guoyu, 1984
42100	Kozhurin, data 1996
42100	Map of China, 1992
42101	Ding Guoyu, 1984
42101	Kozhurin, data 1996
42101	Map of China, 1992
42102	Ding Guoyu, 1984
42102	Kozhurin, data 1996
42102	Map of China, 1992
42103	Ding Guoyu, 1984
42103	Kozhurin, data 1996
42103	Map of China, 1992
42104	Ding Guoyu, 1984
42104	Kozhurin, data 1996
42104	Map of China, 1992
42105	Ding Guoyu, 1984
42105	Kozhurin, data 1996
42105	Map of China, 1992
42106	Ding Guoyu, 1984
42106	Kozhurin, data 1996
42106	Map of China, 1992
42107	Working material, data 2019
42108	Working material, data 2019
42109	Working material, data 2019
42110	Ding Guoyu, 1984
42110	Kozhurin, data 1996
42110	Map of China, 1992
42111	Working material, data 2019
42112	Working material, data 2019
42113	Working material, data 2019
42114	Working material, data 2019
42115	Working material, data 2019
42116	Working material, data 2019
42117	Working material, data 2019
42118	Working material, data 2019
42119	Working material, data 2019
42120	Working material, data 2019
42121	Working material, data 2019
42122	Working material, data 2019
42123	Working material, data 2019
42124	Working material, data 2019
42125	Working material, data 2019
42126	Working material, data 2019
42127	Working material, data 2019
42128	Working material, data 2019
42129	Working material, data 2019
42130	Working material, data 2019
42131	Working material, data 2019
42132	Working material, data 2019
42133	Ding Guoyu, 1984
42133	Kozhurin, data 1996
42133	Map of China, 1992
42134	Working material, data 2019
42135	Working material, data 2019
42136	Working material, data 2019
42137	Working material, data 2019
42138	Kozhurin, data 1996
42138	Map of China, 1992
42139	Kozhurin, data 1996
42139	Map of China, 1992
42140	Kozhurin, data 1996
42140	Map of China, 1992
42141	Kozhurin, data 1996
42141	Map of China, 1992
42142	Kozhurin, data 1996
42142	Map of China, 1992
42143	Kozhurin, data 1996
42143	Map of China, 1992
42144	Kozhurin, data 1996
42144	Map of China, 1992
42145	Kozhurin, data 1996
42145	Map of China, 1992
42146	Kozhurin, data 1996
42146	Map of China, 1992
42147	Working material, data 2013
42148	Working material, data 2013
42149	Working material, data 2013
42150	Working material, data 2013
42151	Kozhurin, data 1996
42151	Map of China, 1992
42152	Kozhurin, data 1996
42152	Map of China, 1992
42153	Kozhurin, data 1996
42153	Map of China, 1992
42154	Kozhurin, data 1996
42154	Map of China, 1992
42155	Kozhurin, data 1996
42155	Map of China, 1992
42156	Kozhurin, data 1996
42156	Map of China, 1992
42157	Kozhurin, data 1996
42157	Map of China, 1992
42158	Kozhurin, data 1996
42158	Map of China, 1992
42159	Kozhurin, data 1996
42159	Map of China, 1992
42160	Kozhurin, data 1996
42160	Map of China, 1992
42161	Kozhurin, data 1996
42161	Map of China, 1992
42162	Kozhurin, data 1996
42162	Map of China, 1992
42163	Kozhurin, data 1996
42163	Map of China, 1992
42164	Kozhurin, data 1996
42164	Map of China, 1992
42165	Kozhurin, data 1996
42165	Map of China, 1992
42166	Kozhurin, data 1996
42166	Map of China, 1992
42167	Kozhurin, data 1996
42167	Map of China, 1992
42168	Kozhurin, data 1996
42168	Map of China, 1992
42169	Kozhurin, data 1996
42169	Map of China, 1992
42170	Kozhurin, data 1996
42170	Map of China, 1992
42171	Kozhurin, data 1996
42171	Map of China, 1992
42172	Kozhurin, data 1996
42172	Map of China, 1992
42173	Kozhurin, data 1996
42173	Map of China, 1992
42174	Kozhurin, data 1996
42174	Map of China, 1992
42175	Kozhurin, data 1996
42175	Map of China, 1992
42176	Kozhurin, data 1996
42176	Map of China, 1992
42177	Kozhurin, data 1996
42177	Map of China, 1992
42178	Kozhurin, data 1996
42178	Map of China, 1992
42179	Kozhurin, data 1996
42179	Map of China, 1992
42180	Working material, data 2019
42181	Working material, data 2019
42182	Working material, data 2019
42183	Working material, data 2019
42184	Working material, data 2019
42185	Working material, data 2013
42186	Working material, data 2013
42187	Working material, data 2013
42188	Kozhurin, data 1996
42188	Map of China, 1992
42189	Kozhurin, data 1996
42189	Map of China, 1992
42190	Kozhurin, data 1996
42190	Map of China, 1992
42191	Kozhurin, data 1996
42191	Map of China, 1992
42192	Kozhurin, data 1996
42192	Map of China, 1992
42193	Kozhurin, data 1996
42193	Map of China, 1992
42194	Kozhurin, data 1996
42194	Map of China, 1992
42195	Kozhurin, data 1996
42195	Map of China, 1992
42196	Kozhurin, data 1996
42196	Map of China, 1992
42197	Kozhurin, data 1996
42197	Map of China, 1992
42198	Kozhurin, data 1996
42198	Map of China, 1992
42199	Kozhurin, data 1996
42199	Map of China, 1992
42200	Kozhurin, data 1996
42200	Map of China, 1992
42201	Kozhurin, data 1996
42201	Map of China, 1992
42202	Kozhurin, data 1996
42202	Map of China, 1992
42203	Kozhurin, data 1996
42203	Map of China, 1992
42204	Kozhurin, data 1996
42204	Map of China, 1992
42205	Kozhurin, data 1996
42205	Map of China, 1992
42206	Kozhurin, data 1996
42206	Map of China, 1992
42207	Kozhurin, data 1996
42207	Map of China, 1992
42208	Kozhurin, data 1996
42208	Map of China, 1992
42209	Kozhurin, data 1996
42209	Map of China, 1992
42210	Kozhurin, data 1996
42210	Map of China, 1992
42211	Kozhurin, data 1996
42211	Map of China, 1992
42212	Kozhurin, data 1996
42212	Map of China, 1992
42213	Kozhurin, data 1996
42213	Map of China, 1992
42214	Kozhurin, data 1996
42214	Map of China, 1992
42215	Kozhurin, data 1996
42215	Map of China, 1992
42216	Kozhurin, data 1996
42216	Map of China, 1992
42217	Kozhurin, data 1996
42217	Map of China, 1992
42218	Kozhurin, data 1996
42218	Map of China, 1992
42219	Kozhurin, data 1996
42219	Map of China, 1992
42220	Kozhurin, data 1996
42220	Map of China, 1992
42221	Kozhurin, data 1996
42221	Map of China, 1992
42222	Kozhurin, data 1996
42222	Map of China, 1992
42223	Kozhurin, data 1996
42223	Map of China, 1992
42224	Kozhurin, data 1996
42224	Map of China, 1992
42225	Kozhurin, data 1996
42225	Map of China, 1992
42226	Kozhurin, data 1996
42226	Map of China, 1992
42227	Kozhurin, data 1996
42227	Map of China, 1992
42228	Working material, data 2019
42229	Working material, data 2019
42230	Working material, data 2019
42231	Kozhurin, data 1996
42231	Map of China, 1992
42232	Working material, data 2019
42233	Working material, data 2019
42234	Working material, data 2019
42235	Kozhurin, data 1996
42235	Map of China, 1992
42236	Working material, data 2019
42237	Working material, data 2019
42238	Working material, data 2019
42239	Smirnov, data 1996
42240	Smirnov, data 1996
42241	Smirnov, data 1996
42242	Smirnov, data 1996
42243	Smirnov, data 1996
42244	Smirnov, data 1996
42245	Smirnov, data 1996
42246	Smirnov, data 1996
42247	Smirnov, data 1996
42248	Imaev, data 2010
42249	Imaev, data 2010
42250	Map of Siberia, 2015
42251	Imaev, data 2010
42251	Map of Siberia, 2015
42252	Map of Siberia, 2015
42253	Map of Eurasia, 1991
42254	Working material, data 2019
42255	Working material, data 2019
42256	Working material, data 2019
42257	Kozhurin, data 2010
42258	Imaev et al., 1990
42258	Imaev, data 1996
42258	Imaeva, data 1996
42258	Kozhurin, 2004
42258	Kozmin, data 1996
42258	McMullen, 1985
42258	Natapov et al., 1986
42258	Parfenov et al., 1987
42259	Imaev et al., 1990
42259	Imaev, data 1996
42259	Imaeva, data 1996
42259	Kozhurin, 2004
42259	Kozmin, data 1996
42259	McMullen, 1985
42259	Natapov et al., 1986
42259	Parfenov et al., 1987
42260	Imaev et al., 1990
42260	Imaev, data 1996
42260	Imaeva, data 1996
42260	Kozhurin, 2004
42260	Kozmin, data 1996
42260	McMullen, 1985
42260	Natapov et al., 1986
42260	Parfenov et al., 1987
42261	Imaev et al., 1990
42261	Imaev, data 1996
42261	Imaeva, data 1996
42261	Kozmin, data 1996
42261	McMullen, 1985
42261	Natapov et al., 1986
42261	Parfenov et al., 1987
42262	Working material, data 2019
42263	Working material, data 2019
42264	Map of Shelf, 2003
42265	Map of Shelf, 2003
42266	Map of Shelf, 2003
42267	Map of Shelf, 2003
42268	Map of Shelf, 2003
42269	Map of Eurasia, 1991
42270	Gramberg et al., 1984
42270	Map of Shelf, 2003
42271	Alekseev, data 1996
42272	Imaev et al., 1990
42272	Kozhurin, 2004
42272	Map of Siberia, 2015
42273	Imaev et al., 1990
42273	Kozhurin, 2004
42273	Map of Siberia, 2015
42274	Imaev et al., 1990
42274	Kozhurin, 2004
42274	Map of Siberia, 2015
42275	Imaev et al., 1990
42275	Kozhurin, 2004
42275	Map of Siberia, 2015
42276	Imaev et al., 1990
42276	Kozhurin, 2004
42276	Map of Siberia, 2015
42277	Imaev et al., 1990
42277	Imaev, data 1996
42277	Imaeva, data 1996
42277	Kozhurin, 2004
42277	Kozhurin, data 2021
42277	Kozmin, data 1996
42277	McMullen, 1985
42277	Natapov et al., 1986
42277	Parfenov et al., 1987
42278	Imaev et al., 1990
42278	Imaev, data 1996
42278	Imaeva, data 1996
42278	Kozhurin, 2004
42278	Kozmin, data 1996
42278	McMullen, 1985
42278	Natapov et al., 1986
42278	Parfenov et al., 1987
42279	Imaev et al., 1990
42279	Imaev, data 1996
42279	Imaeva, data 1996
42279	Kozmin, data 1996
42279	McMullen, 1985
42279	Natapov et al., 1986
42279	Parfenov et al., 1987
42280	Kozhurin, data 2010
42280	Kozhurin, data 2021
42281	Kozhurin, data 2010
42282	Kozhurin, data 2010
42282	Kozhurin, data 2021
42283	Working material, data 2013
42284	Working material, data 2013
42285	Kozhurin, 2004
42286	Working material, data 2019
42287	Kozhurin, 2004
42287	Kozhurin, data 2021
42288	Bird, 2003
42288	Kozhurin, data 1996
42288	World Map, 1976
42289	Bird, 2003
42289	Kozhurin, data 1996
42289	World Map, 1976
42290	Bird, 2003
42290	Kozhurin, data 1996
42290	World Map, 1976
42291	Bird, 2003
42291	Kozhurin, data 1996
42291	World Map, 1976
42292	Bird, 2003
42292	Kozhurin, data 1996
42292	World Map, 1976
42293	Bird, 2003
42293	Kozhurin, data 1996
42293	World Map, 1976
42294	Bird, 2003
42294	Kozhurin, data 1996
42294	World Map, 1976
42295	Bird, 2003
42295	Kozhurin, data 1996
42295	World Map, 1976
42296	Bird, 2003
42296	Kozhurin, data 1996
42296	World Map, 1976
42297	Bird, 2003
42297	Kozhurin, data 1996
42297	World Map, 1976
42298	Bird, 2003
42298	Kozhurin, data 1996
42298	World Map, 1976
42299	Bird, 2003
42299	Kozhurin, data 1996
42299	World Map, 1976
42300	Bird, 2003
42300	Kozhurin, data 1996
42300	World Map, 1976
42301	Bird, 2003
42301	Kozhurin, data 1996
42301	World Map, 1976
42302	Bird, 2003
42302	Kozhurin, data 1996
42302	World Map, 1976
42303	Bird, 2003
42303	Kozhurin, data 1996
42303	World Map, 1976
42304	Bird, 2003
42304	Kozhurin, data 1996
42304	World Map, 1976
42305	Bird, 2003
42305	Kozhurin, data 1996
42305	World Map, 1976
42306	Bird, 2003
42306	Kozhurin, data 1996
42306	World Map, 1976
42307	Bird, 2003
42307	Kozhurin, data 1996
42307	World Map, 1976
42308	Working material, data 2018
42309	Streltsov, 1976
42309	Streltsov, 1991a
42309	Streltsov, 1991b
42310	Streltsov, 1976
42310	Streltsov, 1991a
42310	Streltsov, 1991b
42311	Streltsov, 1976
42311	Streltsov, 1991a
42311	Streltsov, 1991b
42312	Streltsov, 1976
42312	Streltsov, 1991a
42312	Streltsov, 1991b
42313	Streltsov, data 1996
42314	Streltsov, 1976
42314	Streltsov, 1991a
42314	Streltsov, 1991b
42315	Streltsov, 1974
42316	Streltsov, 1976
42316	Streltsov, 1991a
42316	Streltsov, 1991b
42317	Streltsov, 1976
42317	Streltsov, 1991a
42317	Streltsov, 1991b
42318	Streltsov, 1974
42319	Streltsov, 1976
42319	Streltsov, 1991a
42319	Streltsov, 1991b
42320	Streltsov, 1976
42320	Streltsov, 1991a
42320	Streltsov, 1991b
42321	Streltsov, 1976
42321	Streltsov, 1991a
42321	Streltsov, 1991b
42322	Streltsov, data 1996
42323	Working material, data 2019
42324	Working material, data 2019
42325	Working material, data 2019
42326	Working material, data 2019
42327	Working material, data 2019
42328	Working material, data 2019
42329	Working material, data 2019
42330	Working material, data 2019
42331	Working material, data 2019
42332	Working material, data 2019
42333	Working material, data 2019
42334	Working material, data 2019
42335	Working material, data 2019
42336	Working material, data 2019
42337	Working material, data 2019
42338	Working material, data 2019
42339	Working material, data 2019
42340	Working material, data 2019
42341	Map of Japan, 1991
42342	Map of Japan, 1991
42343	Map of Japan, 1991
42344	Map of Japan, 1991
42345	Map of Japan, 1991
42346	Working material, data 2019
42347	Working material, data 2019
42348	Working material, data 2019
42349	Working material, data 2019
42350	Working material, data 2019
42351	Working material, data 2019
42352	Working material, data 2019
42353	Working material, data 2019
42354	Map of Japan, 1991
42355	Working material, data 2019
42356	Working material, data 2019
42357	Working material, data 2019
42358	Working material, data 2019
42359	Working material, data 2019
42360	Map of Japan, 1991
42361	Christophersen et al., 2015
42361	Map of Japan, 1991
42362	Christophersen et al., 2015
42362	Map of Japan, 1991
42363	Working material, data 2019
42364	Working material, data 2019
42365	Working material, data 2019
42366	Christophersen et al., 2015
42367	Working material, data 2019
42368	Working material, data 2019
42369	Working material, data 2019
42370	Working material, data 2019
42371	Map of Japan, 1991
42372	Working material, data 2019
42373	Working material, data 2019
42374	Working material, data 2019
42375	Working material, data 2019
42376	Working material, data 2019
42377	Working material, data 2019
42378	Working material, data 2019
42379	Working material, data 2019
42380	Working material, data 2019
42381	Working material, data 2019
42382	Working material, data 2019
42383	Working material, data 2019
42384	Working material, data 2019
42385	Working material, data 2019
42386	Working material, data 2019
42387	Working material, data 2019
42388	Working material, data 2019
42389	Working material, data 2019
42390	Working material, data 2019
42391	Working material, data 2019
42392	Working material, data 2019
42393	Working material, data 2019
42394	Working material, data 2019
42395	Map of Japan, 1991
42396	Map of Japan, 1991
42397	Working material, data 2019
42398	Map of Japan, 1991
42399	Working material, data 2019
42400	Map of Japan, 1991
42401	Working material, data 2019
42402	Working material, data 2019
42403	Map of Japan, 1991
42404	Map of Japan, 1991
42405	Map of Japan, 1991
42406	Working material, data 2019
42407	Working material, data 2019
42408	Working material, data 2019
42409	Working material, data 2019
42410	Map of Japan, 1991
42411	Map of Japan, 1991
42412	Map of Japan, 1991
42413	Working material, data 2021
42414	Christophersen et al., 2015
42414	Map of Japan, 1991
42415	Christophersen et al., 2015
42415	Map of Japan, 1991
42416	Christophersen et al., 2015
42416	Map of Japan, 1991
42417	Working material, data 2019
42418	Working material, data 2019
42419	Working material, data 2019
42420	Working material, data 2019
42421	Working material, data 2019
42422	Working material, data 2019
42423	Working material, data 2019
42424	Working material, data 2019
42425	Working material, data 2019
42426	Working material, data 2019
42427	Working material, data 2019
42428	Working material, data 2019
42429	Working material, data 2019
42430	Working material, data 2019
42431	Christophersen et al., 2015
42431	Map of Japan, 1991
42432	Kozhurin, data 1996
42432	Map of Japan, 1991
42433	Map of Japan, 1991
42433	Sugimura et al., 1965
42434	Map of Japan, 1991
42435	Christophersen et al., 2015
42435	Map of Japan, 1991
42436	Map of Japan, 1991
42437	Map of Japan, 1991
42438	Christophersen et al., 2015
42438	Map of Japan, 1991
42439	Map of Japan, 1991
42440	Map of Japan, 1991
42441	Map of Japan, 1991
42442	Map of Japan, 1991
42443	Working material, data 2019
42444	Working material, data 2019
42445	Map of Japan, 1991
42445	Sugimura et al., 1965
42446	Map of Japan, 1991
42447	Working material, data 2019
42448	Working material, data 2019
42449	Map of Japan, 1991
42449	Sugimura et al., 1965
42450	Map of Japan, 1991
42451	Working material, data 2019
42452	Map of Japan, 1991
42453	Working material, data 2019
42454	Working material, data 2019
42455	Working material, data 2019
42456	Working material, data 2019
42457	Map of Japan, 1991
42458	Christophersen et al., 2015
42458	Map of Japan, 1991
42459	Working material, data 2019
42460	Working material, data 2019
42461	Working material, data 2019
42462	Working material, data 2019
42463	Christophersen et al., 2015
42463	Map of Japan, 1991
42463	Watanabe et al., 1996
42464	Map of Japan, 1991
42464	Watanabe et al., 1996
42465	Map of Japan, 1991
42465	Watanabe et al., 1996
42466	Map of Japan, 1991
42466	Watanabe et al., 1996
42467	Map of Japan, 1991
42467	Watanabe et al., 1996
42468	Christophersen et al., 2015
42468	Map of Japan, 1991
42469	Christophersen et al., 2015
42469	Map of Japan, 1991
42470	Working material, data 2019
42471	Working material, data 2019
42472	Working material, data 2019
42473	Working material, data 2019
42474	Map of Japan, 1991
42475	Christophersen et al., 2015
42475	Map of Japan, 1991
42476	Map of Japan, 1991
42477	Map of Japan, 1991
42478	Map of Japan, 1991
42479	Map of Japan, 1991
42480	Map of Japan, 1991
42481	Map of Japan, 1991
42482	Map of Japan, 1991
42483	Working material, data 2019
42484	Working material, data 2019
42485	Working material, data 2019
42486	Working material, data 2019
42487	Working material, data 2019
42488	Map of Japan, 1991
42489	Map of Japan, 1991
42490	Map of Japan, 1991
42491	Map of Japan, 1991
42492	Working material, data 2019
42493	Working material, data 2019
42494	Map of Japan, 1991
42495	Map of Japan, 1991
42496	Working material, data 2019
42497	Christophersen et al., 2015
42497	Map of Japan, 1991
42498	Christophersen et al., 2015
42498	Map of Japan, 1991
42499	Map of Japan, 1991
42500	Christophersen et al., 2015
42500	Map of Japan, 1991
42501	Working material, data 2019
42502	Working material, data 2019
42503	Map of Japan, 1991
42504	Map of Japan, 1991
42505	Map of Japan, 1991
42506	Map of Japan, 1991
42507	Map of Japan, 1991
42508	Christophersen et al., 2015
42508	Map of Japan, 1991
42509	Map of Japan, 1991
42510	Map of Japan, 1991
42511	Working material, data 2019
42512	Map of Japan, 1991
42513	Working material, data 2019
42514	Working material, data 2019
42515	Map of Japan, 1991
42516	Map of Japan, 1991
42517	Map of Japan, 1991
42518	Map of Japan, 1991
42519	Map of Japan, 1991
42520	Working material, data 2019
42521	Working material, data 2019
42522	Working material, data 2019
42523	Working material, data 2019
42524	Working material, data 2019
42525	Map of Japan, 1991
42526	Christophersen et al., 2015
42526	Map of Japan, 1991
42527	Map of Japan, 1991
42528	Working material, data 2019
42529	Working material, data 2019
42530	Working material, data 2019
42531	Christophersen et al., 2015
42531	Map of Japan, 1991
42532	Working material, data 2019
42533	Working material, data 2019
42534	Map of Japan, 1991
42535	Working material, data 2019
42536	Working material, data 2019
42537	Map of Japan, 1991
42538	Map of Japan, 1991
42539	Map of Japan, 1991
42540	Working material, data 2019
42541	Working material, data 2019
42542	Working material, data 2019
42543	Map of Japan, 1991
42544	Map of Japan, 1991
42545	Map of Japan, 1991
42546	Working material, data 2019
42547	Working material, data 2019
42548	Working material, data 2019
42549	Working material, data 2019
42550	Map of Japan, 1991
42551	Christophersen et al., 2015
42552	Map of Japan, 1991
42553	Christophersen et al., 2015
42553	Map of Japan, 1991
42554	Christophersen et al., 2015
42554	Map of Japan, 1991
42555	Christophersen et al., 2015
42555	Map of Japan, 1991
42556	Christophersen et al., 2015
42556	Map of Japan, 1991
42557	Map of Japan, 1991
42558	Map of Japan, 1991
42559	Map of Japan, 1991
42560	Bird, 2003
42560	Map of Japan, 1992
42561	Map of Japan, 1991
42562	Map of Japan, 1991
42563	Map of Japan, 1991
42564	Map of Japan, 1991
42564	Map of USSR, 1978
42565	Map of Japan, 1991
42565	Map of USSR, 1978
42566	Map of Japan, 1991
42566	Map of USSR, 1978
42567	Map of Japan, 1991
42567	Map of USSR, 1978
42568	Map of Japan, 1991
42568	Map of USSR, 1978
42569	Map of Japan, 1991
42569	Map of USSR, 1978
42570	Map of Japan, 1991
42570	Map of USSR, 1978
42571	Map of Japan, 1991
42571	Sugimura et al., 1965
42572	Map of Japan, 1991
42573	Working material, data 2019
42574	Christophersen et al., 2015
42574	Map of Japan, 1991
42574	Sugimura et al., 1965
42575	Map of Japan, 1991
42575	Okada et al., 1992
42575	Sugimura et al., 1965
42576	Map of Japan, 1991
42576	Okada et al., 1992
42576	Sugimura et al., 1965
42577	Working material, data 2019
42578	Map of Japan, 1991
42578	Sugimura et al., 1965
42579	Working material, data 2019
42580	Map of Japan, 1991
42580	Sugimura et al., 1965
42581	Map of Japan, 1991
42582	Map of Japan, 1991
42583	Map of Japan, 1991
42584	Huzita et al., 1973
42584	Map of Japan, 1991
42585	Huzita et al., 1973
42585	Map of Japan, 1991
42586	Map of Japan, 1991
42586	Yoshida et al., 1991
42587	Christophersen et al., 2015
42587	Huzita et al., 1973
42587	Map of Japan, 1991
42587	Yoshida et al., 1989
42588	Huzita et al., 1973
42588	Map of Japan, 1991
42589	Huzita et al., 1973
42589	Map of Japan, 1991
42590	Huzita et al., 1973
42590	Map of Japan, 1991
42591	Huzita et al., 1973
42591	Map of Japan, 1991
42591	Map of USSR, 1978
42592	Huzita et al., 1973
42592	Map of Japan, 1991
42592	Map of USSR, 1978
42593	Christophersen et al., 2015
42593	Huzita et al., 1973
42593	Map of Japan, 1991
42593	Map of USSR, 1978
42594	Huzita et al., 1973
42594	Map of Japan, 1991
42594	Map of USSR, 1978
42595	Huzita et al., 1973
42595	Map of Japan, 1991
42596	Huzita et al., 1973
42596	Map of Japan, 1991
42597	Christophersen et al., 2015
42597	Huzita et al., 1973
42597	Map of Japan, 1991
42598	Huzita et al., 1973
42598	Map of Japan, 1991
42599	Christophersen et al., 2015
42599	Huzita et al., 1973
42599	Map of Japan, 1991
42600	Huzita et al., 1973
42600	Map of Japan, 1991
42601	Christophersen et al., 2015
42601	Map of Japan, 1991
42602	Christophersen et al., 2015
42602	Map of Japan, 1991
42603	Map of Japan, 1991
42604	Map of Japan, 1991
42605	Map of Japan, 1991
42606	Map of Japan, 1991
42607	Huzita et al., 1973
42607	Map of Japan, 1991
42608	Huzita et al., 1973
42608	Map of Japan, 1991
42609	Map of Japan, 1991
42610	Map of Japan, 1991
42611	Map of Japan, 1991
42612	Map of Japan, 1991
42613	Map of Japan, 1991
42614	Map of Japan, 1991
42615	Map of Japan, 1991
42616	Map of Japan, 1991
42617	Map of Japan, 1991
42618	Map of Japan, 1991
42619	Map of Japan, 1991
42620	Map of Japan, 1991
42621	Map of Japan, 1991
42622	Map of Japan, 1991
42623	Christophersen et al., 2015
42623	Map of Japan, 1991
42624	Christophersen et al., 2015
42624	Map of Japan, 1991
42625	Christophersen et al., 2015
42625	Map of Japan, 1991
42626	Working material, data 2019
42627	Working material, data 2019
42628	Working material, data 2019
42629	Working material, data 2019
42630	Map of Japan, 1991
42631	Map of Japan, 1991
42632	Map of Japan, 1991
42633	Huzita et al., 1973
42633	Map of Japan, 1991
42634	Huzita et al., 1973
42634	Map of Japan, 1991
42635	Huzita et al., 1973
42635	Map of Japan, 1991
42636	Christophersen et al., 2015
42636	Huzita et al., 1973
42636	Map of Japan, 1991
42637	Huzita et al., 1973
42637	Map of Japan, 1991
42637	Watanabe et al., 1997
42638	Huzita et al., 1973
42638	Map of Japan, 1991
42638	Watanabe et al., 1997
42639	Christophersen et al., 2015
42639	Huzita et al., 1973
42639	Map of Japan, 1991
42639	Watanabe et al., 1997
42640	Christophersen et al., 2015
42640	Huzita et al., 1973
42640	Map of Japan, 1991
