FAULT_ID	CITATION
2299	Kozhurin, data 1996
2299	Map of Indonesia, 1993
2300	Kozhurin, data 1996
2300	Map of Indonesia, 1993
2301	Kozhurin, data 1996
2301	Map of Indonesia, 1993
2302	Kozhurin, data 1996
2302	Map of Indonesia, 1993
2303	Kozhurin, data 1996
2303	Map of Indonesia, 1993
2304	Bird, 2003
2304	Kozhurin, data 1996
2304	Map of Indonesia, 1993
2305	Hamilton, 1979
2305	Kozhurin, data 1996
2305	Map of Indonesia, 1993
2306	Hamilton, 1979
2306	Kozhurin, data 1996
2307	Hamilton, 1979
2307	Kozhurin, data 1996
2308	Hamilton, 1979
2308	Kozhurin, data 1996
2308	Patria et al., 2021
2309	Hamilton, 1979
2309	Kozhurin, data 1996
2309	Map of Indonesia, 1993
2310	Hamilton, 1979
2310	Kozhurin, data 1996
2311	Hamilton, 1979
2311	Kozhurin, data 1996
2312	Hamilton, 1979
2312	Kozhurin, data 1996
2313	Bird, 2003
2313	Hamilton, 1979
2313	Kozhurin, data 1996
2314	Hamilton, 1979
2314	Kozhurin, data 1996
2315	Hamilton, 1979
2315	Kozhurin, data 1996
2316	Hamilton, 1979
2316	Kozhurin, data 1996
2317	Hamilton, 1979
2317	Kozhurin, data 1996
2318	Hamilton, 1979
2318	Kozhurin, data 1996
2319	Bird, 2003
2319	Hamilton, 1979
2319	Kozhurin, data 1996
2320	Bird, 2003
2320	Hamilton, 1979
2320	Kozhurin, data 1996
2321	Hamilton, 1979
2321	Kozhurin, data 1996
2322	Hamilton, 1979
2322	Kozhurin, data 1996
2323	Working material, data 2019
2324	Bird, 2003
2324	Kozhurin, data 1996
2324	Map of Indonesia, 1993
2325	Kozhurin, data 1996
2325	Map of Indonesia, 1993
2326	Hamilton, 1979
2326	Kozhurin, data 1996
2327	Hamilton, 1979
2327	Kozhurin, data 1996
2328	Hamilton, 1979
2328	Kozhurin, data 1996
2329	Hamilton, 1979
2329	Kozhurin, data 1996
2330	Bird, 2003
2330	Hamilton, 1979
2330	Kozhurin, data 1996
2331	Hamilton, 1979
2331	Kozhurin, data 1996
2332	Hamilton, 1979
2332	Kozhurin, data 1996
2332	Map of Thailand, 2006
2333	Hamilton, 1979
2333	Kozhurin, data 1996
2334	Hamilton, 1979
2334	Kozhurin, data 1996
2335	Hamilton, 1979
2335	Kozhurin, data 1996
2336	Hamilton, 1979
2336	Kozhurin, data 1996
2336	Map of Thailand, 2006
2337	Hamilton, 1979
2337	Kozhurin, data 1996
2337	Map of Thailand, 2006
2338	Hamilton, 1979
2338	Kozhurin, data 1996
2339	Hamilton, 1979
2339	Kozhurin, data 1996
2340	Hamilton, 1979
2340	Kozhurin, data 1996
2340	Molnar et al., 2010
2340	Patria et al., 2021
2341	Hamilton, 1979
2341	Kozhurin, data 1996
2341	Molnar et al., 2010
2341	Patria et al., 2021
2342	Hamilton, 1979
2342	Kozhurin, data 1996
2342	Molnar et al., 2010
2343	Bird, 2003
2343	Hamilton, 1979
2343	Kozhurin, data 1996
2344	Hamilton, 1979
2344	Kozhurin, data 1996
2344	Map of Myanmar, 2013
2345	Hamilton, 1979
2345	Kozhurin, data 1996
2345	Map of Myanmar, 2013
2346	Bird, 2003
2346	Hamilton, 1979
2346	Kozhurin, data 1996
2346	Map of Myanmar, 2013
2347	Bird, 2003
2347	Hamilton, 1979
2347	Kozhurin, data 1996
2347	Map of Myanmar, 2013
2348	Map of Myanmar, 2013
2349	Hamilton, 1979
2349	Kozhurin, data 1996
2350	Hamilton, 1979
2350	Kozhurin, data 1996
2351	Bird, 2003
2351	Hamilton, 1979
2351	Kozhurin, data 1996
2351	Patria et al., 2021
2352	Hamilton, 1979
2352	Kozhurin, data 1996
2353	Hamilton, 1979
2353	Kozhurin, data 1996
2354	Hamilton, 1979
2354	Kozhurin, data 1996
2355	Hamilton, 1979
2355	Kozhurin, data 1996
2356	Hamilton, 1979
2356	Kozhurin, data 1996
2357	Hamilton, 1979
2357	Kozhurin, data 1996
2358	Hamilton, 1979
2358	Kozhurin, data 1996
2358	Molnar et al., 2010
2359	Hamilton, 1979
2359	Kozhurin, data 1996
2360	Working material, data 2018
2361	Bird, 2003
2361	Hamilton, 1979
2361	Kozhurin, data 1996
2362	Bird, 2003
2363	Bird, 2003
2363	Hamilton, 1979
2363	Kozhurin, data 1996
2364	Hamilton, 1979
2364	Kozhurin, data 1996
2365	Hamilton, 1979
2365	Kozhurin, data 1996
2366	Bird, 2003
2366	Hamilton, 1979
2366	Kozhurin, data 1996
2367	Bird, 2003
2367	Hamilton, 1979
2367	Kozhurin, data 1996
2368	Hamilton, 1979
2368	Kozhurin, data 1996
2369	Hamilton, 1979
2369	Kozhurin, data 1996
2369	Map of Philippines, 2015
2370	Hamilton, 1979
2370	Kozhurin, data 1996
2371	Hamilton, 1979
2371	Kozhurin, data 1996
2371	Patria et al., 2021
2372	Hamilton, 1979
2372	Kozhurin, data 1996
2373	Hamilton, 1979
2373	Kozhurin, data 1996
2373	Patria et al., 2021
2374	Hamilton, 1979
2374	Kozhurin, data 1996
2375	Bird, 2003
2375	Hamilton, 1979
2375	Map of Japan, 1992
2375	Map of Philippines, 2015
2376	Bird, 2003
2376	Hamilton, 1979
2376	Kozhurin, data 1996
2377	Bird, 2003
2377	Hamilton, 1979
2377	Kozhurin, data 1996
2378	Bird, 2003
2378	Hamilton, 1979
2378	Kozhurin, data 1996
2379	Bird, 2003
2379	Hamilton, 1979
2379	Kozhurin, data 1996
2380	Hamilton, 1979
2380	Kozhurin, data 1996
2381	Bird, 2003
2381	Hamilton, 1979
2381	Kozhurin, data 1996
2382	Hamilton, 1979
2382	Kozhurin, data 1996
2383	Hamilton, 1979
2383	Kozhurin, data 1996
2384	Hamilton, 1979
2384	Kozhurin, data 1996
2385	Hamilton, 1979
2385	Kozhurin, data 1996
2386	Hamilton, 1979
2386	Kozhurin, data 1996
2387	Hamilton, 1979
2387	Kozhurin, data 1996
2388	Hamilton, 1979
2388	Kozhurin, data 1996
2389	Basili et al., 2013
2389	Emre et al., 2013
2389	Ketin, 1965
2389	Khain et al., 1973
2389	Saroglu et al., 1992
2390	Emre et al., 2013
2390	Ketin, 1965
2390	Khain et al., 1973
2391	Karakhanian, data 1996
2392	Trifonov, data 1996
2393	Emre et al., 2013
2393	Trifonov, data 1996
2394	Trifonov et al., 1988
2395	Trifonov et al., 1988
2396	Trifonov et al., 1988
2397	Trifonov et al., 1988
2398	Freund, 1965
2398	Zak et al., 1966
2399	Karch, data 1996
2399	Zak et al., 1966
2400	Gardosh et al., 1990
2400	Horowitz, 1979
2400	Zak et al., 1966
2401	Gardosh et al., 1990
2401	Horowitz, 1979
2401	Zak et al., 1966
2402	Gardosh et al., 1990
2402	Horowitz, 1979
2402	Zak et al., 1966
2403	Gardosh et al., 1990
2403	Horowitz, 1979
2403	Zak et al., 1966
2404	El-Isa, 1992
2404	Zak et al., 1966
2405	El-Isa, 1992
2405	Horowitz, 1979
2405	Quennell, 1959
2405	Zak et al., 1966
2406	Horowitz, 1979
2406	Quennell, 1959
2406	Zak et al., 1966
2407	Horowitz, 1979
2407	Quennell, 1959
2407	Zak et al., 1966
2408	Horowitz, 1979
2408	Quennell, 1959
2408	Zak et al., 1966
2409	Working material, data 2018
2410	El-Isa, 1992
2410	Quennell, 1959
2410	Zak et al., 1966
2411	Map of Syria, 1964
2411	Trifonov et al., 1988
2411	Trifonov et al., 1991
2411	Trifonov, data 1996
2412	Map of Syria, 1964
2412	Trifonov et al., 1988
2412	Trifonov et al., 1991
2412	Trifonov, data 1996
2413	Emre et al., 2013
2413	Trifonov et al., 1988
2413	Trifonov et al., 1991
2414	Trifonov et al., 1988
2414	Trifonov et al., 1991
2415	Map of Syria, 1964
2415	Trifonov et al., 1988
2415	Trifonov, data 1996
2416	Map of Syria, 1964
2416	Trifonov et al., 1988
2416	Trifonov, data 1996
2417	Map of Syria, 1964
2417	Trifonov et al., 1988
2418	Map of Syria, 1964
2418	Trifonov et al., 1988
2419	Map of Syria, 1964
2419	Trifonov et al., 1988
2420	Map of Syria, 1964
2420	Trifonov et al., 1988
2421	Map of Syria, 1964
2421	Trifonov et al., 1988
2422	Map of Syria, 1964
2422	Trifonov et al., 1988
2423	Map of Syria, 1964
2423	Trifonov et al., 1988
2424	Map of Syria, 1964
2424	Trifonov et al., 1988
2425	Map of Syria, 1964
2425	Trifonov et al., 1988
2426	Map of Syria, 1964
2426	Trifonov et al., 1988
2427	Trifonov et al., 1988
2427	Trifonov et al., 1991
2428	Trifonov et al., 1988
2428	Trifonov et al., 1991
2429	Trifonov et al., 1988
2429	Trifonov et al., 1991
2430	Trifonov et al., 1988
2430	Trifonov et al., 1991
2431	Trifonov, data 1996
2432	Trifonov, data 1996
2433	Map of Syria, 1964
2433	Trifonov et al., 1988
2434	Map of Syria, 1964
2434	Trifonov et al., 1988
2435	Map of Syria, 1964
2436	Map of Syria, 1964
2437	Map of Syria, 1964
2438	Map of Syria, 1964
2439	Map of Syria, 1964
2439	Trifonov et al., 1988
2439	Trifonov et al., 1991
2439	Trifonov et al., 1994
2440	Map of Syria, 1964
2440	Trifonov et al., 1988
2440	Trifonov et al., 1991
2440	Trifonov et al., 1994
2441	Trifonov, data 1996
2442	Trifonov, data 1996
2443	Trifonov, data 1996
2444	Trifonov, data 1996
2445	Trifonov, data 1996
2446	Trifonov, data 1996
2447	Trifonov, data 1996
2448	Trifonov, data 1996
2449	Trifonov, data 1996
2450	Map of Iran, 2003
2450	Trifonov et al., 1996
2451	Map of Iran, 2003
2451	Trifonov et al., 1996
2452	Hessami et al., 1996
2452	Map of Iran, 2003
2453	Berberian et al., 1992
2453	Map of Iran, 2003
2454	Berberian et al., 1992
2454	Map of Iran, 2003
2455	Berberian et al., 1992
2455	Map of Iran, 2003
2456	Berberian, 1976-1977
2456	Map of Iran, 2003
2457	Berberian, 1976-1977
2458	Berberian, 1976-1977
2459	Berberian et al., 1992
2460	Berberian et al., 1992
2460	Map of Iran, 2003
2461	Berberian et al., 1992
2461	Map of Iran, 2003
2462	Berberian et al., 1992
2462	Map of Iran, 2003
2463	Berberian et al., 1992
2463	Hessami et al., 1996
2463	Map of Iran, 2003
2464	Berberian et al., 1992
2464	Map of Iran, 2003
2465	Hessami et al., 1996
2465	Map of Iran, 2003
2466	Berberian, 1976-1977
2466	Hessami et al., 1996
2466	Map of Iran, 2003
2467	Berberian, 1976-1977
2467	Hessami et al., 1996
2467	Map of Iran, 2003
2468	Ambraseys, 1963
2468	Berberian, 1976-1977
2468	Map of Iran, 2003
2468	Trifonov et al., 1996
2469	Berberian, 1976-1977
2469	Hessami et al., 1996
2469	Karakhanian, 1995
2469	Vostrikov, data 1996
2470	Berberian et al., 1983
2470	Hessami et al., 1996
2470	Map of Iran, 2003
2470	Trifonov, data 1996
2471	Berberian, 1976-1977
2471	Berberian, 1994
2471	Karakhanian, data 1996
2472	Berberian, 1976-1977
2472	Berberian, 1994
2472	Karakhanian et al., 2004
2472	Karakhanian, data 1996
2472	Molnar et al., 2010
2473	Berberian, 1976-1977
2473	Berberian, 1994
2473	Karakhanian et al., 2004
2473	Karakhanian, data 1996
2473	Map of Iran, 2003
2473	Molnar et al., 2010
2474	Berberian, 1976-1977
2474	Karakhanian et al., 2004
2474	Karakhanian, 1995
2474	Map of Iran, 2003
2475	Karakhanian, 1995
2475	Map of Iran, 2003
2475	Molnar et al., 2010
2476	Berberian, 1976-1977
2477	Berberian, 1976-1977
2477	Karakhanian, 1995
2477	Map of Iran, 2003
2478	Berberian, 1976-1977
2478	Karakhanian, 1995
2478	Map of Iran, 2003
2479	Berberian et al., 1992
2479	Berberian, 1976-1977
2479	Map of Iran, 2003
2480	Berberian, 1976-1977
2481	Berberian et al., 1992
2481	Berberian, 1976-1977
2481	Hessami et al., 1996
2481	Map of Iran, 2003
2482	Berberian et al., 1992
2482	Berberian, 1976-1977
2482	Map of Iran, 2003
2482	Vostrikov, data 1996
2483	Berberian et al., 1992
2484	Berberian, 1976-1977
2484	Hessami et al., 1996
2484	Map of Iran, 2003
2485	Berberian et al., 1992
2485	Berberian, 1976-1977
2485	Hessami et al., 1996
2485	Map of Iran, 2003
2486	Berberian, 1976-1977
2486	Map of Iran, 2003
2486	Molnar et al., 2010
2487	Berberian, 1976-1977
2487	Map of Iran, 2003
2487	Tchalenko, 1975
2488	Berberian, 1976-1977
2488	Map of Iran, 2003
2488	Tchalenko, 1975
2489	Berberian et al., 1983
2489	Berberian, 1976-1977
2489	Map of Iran, 2003
2489	Tchalenko, 1975
2489	Trifonov et al., 1996
2490	Berberian et al., 1983
2490	Berberian, 1976-1977
2490	Map of Iran, 2003
2490	Tchalenko, 1975
2490	Trifonov et al., 1996
2491	Berberian, 1976-1977
2491	Map of Iran, 2003
2491	Molnar et al., 2010
2491	Trifonov et al., 1996
2492	Berberian et al., 1992
2492	Berberian, 1976-1977
2492	Berberian, 1994
2492	Map of Iran, 2003
2492	Molnar et al., 2010
2492	Trifonov et al., 1996
2493	Berberian et al., 1992
2493	Berberian, 1976-1977
2493	Berberian, 1994
2493	Map of Iran, 2003
2493	Trifonov et al., 1996
2494	Berberian et al., 1992
2494	Berberian, 1976-1977
2494	Berberian, 1994
2494	Map of Iran, 2003
2494	Trifonov et al., 1996
2495	Berberian, 1976-1977
2495	Berberian, 1994
2495	Map of Iran, 2003
2495	Molnar et al., 2010
2495	Trifonov et al., 1996
2496	Berberian, 1976-1977
2496	Map of Iran, 2003
2496	Tchalenko et al., 1974
2497	Berberian, 1976-1977
2497	Map of Iran, 2003
2497	Tchalenko et al., 1974
2498	Berberian et al., 1983
2498	Hessami et al., 1996
2498	Map of Iran, 2003
2498	Trifonov, data 1996
2499	Berberian et al., 1983
2499	Hessami et al., 1996
2499	Map of Iran, 2003
2500	Berberian, 1976-1977
2500	Map of Iran, 2003
2500	Trifonov, data 1996
2501	Berberian, 1976-1977
2501	Vostrikov, data 1996
2502	Berberian, 1976-1977
2502	Map of Iran, 2003
2502	Vostrikov, data 1996
2503	Berberian, 1976-1977
2504	Berberian et al., 1992
2504	Berberian, 1976-1977
2504	Map of Iran, 2003
2504	Vostrikov, data 1996
2505	Berberian et al., 1992
2505	Berberian, 1976-1977
2505	Map of Iran, 2003
2505	Vostrikov, data 1996
2506	Berberian et al., 1992
2506	Berberian, 1976-1977
2506	Vostrikov, data 1996
2507	Berberian, 1976-1977
2507	Vostrikov, data 1996
2508	Hessami et al., 1996
2508	Karakhanian, 1995
2508	Vostrikov, data 1996
2509	Hessami et al., 1996
2509	Karakhanian, 1995
2509	Map of Iran, 2003
2509	Vostrikov, data 1996
2510	Hessami et al., 1996
2510	Karakhanian, 1995
2510	Vostrikov, data 1996
2511	Berberian, 1976-1977
2511	Karakhanian, 1995
2511	Map of Iran, 2003
2512	Berberian, 1976-1977
2512	Karakhanian, 1995
2512	Map of Iran, 2003
2512	Vostrikov, data 1996
2512	Wellman, 1966
2513	Danciu et al., 2018
2513	Hessami et al., 1996
2513	Map of Iran, 2003
2514	Berberian, 1976-1977
2514	Map of Iran, 2003
2514	Vostrikov, data 1996
2515	Berberian, 1976-1977
2515	Karakhanian, 1995
2515	Map of Iran, 2003
2515	Vostrikov, data 1996
2516	Berberian, 1976-1977
2516	Berberian, 1994
2516	Map of Iran, 2003
2517	Berberian, 1976-1977
2517	Hessami et al., 1996
2517	Map of Iran, 2003
2518	Berberian, 1976-1977
2518	Karakhanian, 1995
2518	Vostrikov, data 1996
2519	Berberian, 1976-1977
2519	Hessami et al., 1996
2519	Map of Iran, 2003
2520	Berberian, 1976-1977
2520	Hessami et al., 1996
2520	Map of Iran, 2003
2521	Berberian, 1976-1977
2521	Map of Iran, 2003
2522	Berberian, 1976-1977
2522	Hessami et al., 1996
2522	Map of Iran, 2003
2523	Berberian, 1976-1977
2523	Berberian, 1994
2523	Hessami et al., 1996
2524	Berberian, 1976-1977
2524	Berberian, 1994
2524	Hessami et al., 1996
2524	Map of Iran, 2003
2525	Berberian, 1976-1977
2525	Map of Iran, 2003
2526	Berberian, 1976-1977
2526	Map of Iran, 2003
2526	Tchalenko et al., 1974b
2527	Berberian, 1976-1977
2527	Berberian, 1994
2528	Berberian, 1976-1977
2528	Berberian, 1994
2528	Hessami et al., 1996
2528	Map of Iran, 2003
2528	Molnar et al., 2010
2529	Berberian, 1976-1977
2529	Hessami et al., 1996
2530	Berberian, 1976-1977
2530	Hessami et al., 1996
2531	Berberian, 1976-1977
2531	Vostrikov, data 1996
2532	Berberian, 1976-1977
2532	Karakhanian, 1995
2532	Vostrikov, data 1996
2533	Berberian, 1976-1977
2533	Karakhanian, 1995
2533	Vostrikov, data 1996
2534	Berberian, 1976-1977
2534	Karakhanian, 1995
2534	Vostrikov, data 1996
2535	Hessami et al., 1996
2535	Map of Iran, 2003
2535	Trifonov et al., 1996
2536	Berberian, 1976-1977
2537	Berberian, 1976-1977
2537	Map of Iran, 2003
2538	Berberian, 1976-1977
2539	Berberian, 1976-1977
2539	Map of Iran, 2003
2540	Berberian, 1976-1977
2540	Map of Iran, 2003
2541	Berberian, 1976-1977
2541	Map of Iran, 2003
2541	Vostrikov, data 1996
2542	Berberian, 1976-1977
2542	Map of Iran, 2003
2543	Berberian, 1976-1977
2543	Karakhanian, 1995
2543	Map of Iran, 2003
2543	Vostrikov, data 1996
2544	Berberian, 1976-1977
2544	Karakhanian, 1995
2544	Map of Iran, 2003
2544	Molnar et al., 2010
2544	Vostrikov, data 1996
2545	Berberian, 1976-1977
2546	Berberian, 1976-1977
2546	Map of Iran, 2003
2547	Hessami et al., 1996
2547	Map of Iran, 2003
2548	Berberian, 1976-1977
2548	Map of Iran, 2003
2549	Berberian, 1976-1977
2549	Map of Iran, 2003
2549	Vostrikov, data 1996
2550	Berberian, 1976-1977
2550	Map of Iran, 2003
2550	Vostrikov, data 1996
2551	Berberian, 1976-1977
2551	Map of Iran, 2003
2551	Vostrikov, data 1996
2552	Hessami et al., 1996
2552	Map of Iran, 2003
2553	Berberian, 1976-1977
2554	Berberian, 1976-1977
2554	Hessami et al., 1996
2554	Map of Iran, 2003
2555	Berberian, 1976-1977
2555	Hessami et al., 1996
2555	Map of Iran, 2003
2556	Berberian, 1976-1977
2556	Map of Iran, 2003
2556	Vostrikov, data 1996
2557	Molnar et al., 2010
2558	Berberian, 1976-1977
2558	Hessami et al., 1996
2558	Map of Iran, 2003
2559	Berberian, 1976-1977
2559	Map of Iran, 2003
2559	Vostrikov, data 1996
2560	Berberian, 1976-1977
2560	Map of Iran, 2003
2561	Berberian, 1976-1977
2561	Karakhanian, 1995
2561	Map of Iran, 2003
2561	Mohajer-Ashjai et al., 1975
2561	Molnar et al., 2010
2561	Wellman, 1966
2562	Berberian, 1976-1977
2562	Karakhanian, 1995
2562	Map of Iran, 2003
2562	Mohajer-Ashjai et al., 1975
2562	Molnar et al., 2010
2562	Wellman, 1966
2563	Berberian, 1976-1977
2563	Karakhanian, 1995
2563	Karakhanian, data 1996
2563	Mohajer-Ashjai et al., 1975
2563	Wellman, 1966
2564	Berberian, 1976-1977
2564	Mohajer-Ashjai et al., 1975
2564	Wellman, 1966
2565	Berberian, 1976-1977
2565	Mohajer-Ashjai et al., 1975
2565	Wellman, 1966
2566	Berberian, 1976-1977
2566	Danciu et al., 2018
2566	Karakhanian, data 1996
2566	Map of Iran, 2003
2566	Mohajer-Ashjai et al., 1975
2566	Wellman, 1966
2567	Berberian, 1976-1977
2567	Hessami et al., 1996
2567	Karakhanian, data 1996
2567	Map of Iran, 2003
2567	Mohajer-Ashjai et al., 1975
2567	Molnar et al., 2010
2567	Wellman, 1966
2568	Berberian, 1976-1977
2568	Danciu et al., 2018
2568	Karakhanian, data 1996
2568	Map of Iran, 2003
2568	Mohajer-Ashjai et al., 1975
2568	Wellman, 1966
2569	Berberian, 1976-1977
2569	Karakhanian, data 1996
2569	Map of Iran, 2003
2569	Mohajer-Ashjai et al., 1975
2569	Wellman, 1966
2570	Hessami et al., 1996
2570	Map of Iran, 2003
2571	Berberian, 1976-1977
2571	Map of Iran, 2003
2572	Berberian, 1976-1977
2572	Danciu et al., 2018
2572	Karakhanian, 1995
2572	Map of Iran, 2003
2573	Berberian, 1976-1977
2574	Berberian, 1976-1977
2574	Map of Iran, 2003
2574	Vostrikov, data 1996
2575	Berberian, 1976-1977
2575	Map of Iran, 2003
2576	Berberian, 1976-1977
2576	Map of Iran, 2003
2577	Berberian, 1976-1977
2577	Vostrikov, data 1996
2578	Berberian et al., 1992
2578	Berberian, 1976-1977
2578	Vostrikov, data 1996
2579	Berberian, 1976-1977
2580	Berberian, 1976-1977
2580	Map of Iran, 2003
2581	Berberian, 1976-1977
2582	Berberian, 1976-1977
2582	Map of Iran, 2003
2583	Berberian et al., 1992
2583	Berberian, 1976-1977
2583	Map of Iran, 2003
2583	Vostrikov, data 1996
2584	Berberian, 1976-1977
2584	Hessami et al., 1996
2584	Map of Iran, 2003
2585	Berberian, 1976-1977
2585	Map of Iran, 2003
2585	Wellman, 1966
2586	Berberian, 1976-1977
2586	Map of Iran, 2003
2586	Molnar et al., 2010
2586	Wellman, 1966
2587	Berberian, 1976-1977
2587	Map of Iran, 2003
2587	Molnar et al., 2010
2587	Wellman, 1966
2588	Berberian, 1976-1977
2588	Map of Iran, 2003
2588	Molnar et al., 2010
2589	Berberian, 1976-1977
2589	Karakhanian, 1995
2589	Map of Iran, 2003
2589	Molnar et al., 2010
2589	Wellman, 1966
2590	Berberian, 1976-1977
2591	Berberian, 1976-1977
2591	Map of Iran, 2003
2591	Molnar et al., 2010
2591	Wellman, 1966
2592	Berberian, 1976-1977
2592	Map of Iran, 2003
2592	Molnar et al., 2010
2592	Vostrikov, data 1996
2593	Molnar et al., 2010
2594	Berberian, 1976-1977
2594	Karakhanian, 1995
2594	Map of Iran, 2003
2595	Berberian, 1976-1977
2595	Karakhanian, 1995
2595	Map of Iran, 2003
2595	Vostrikov, data 1996
2596	Berberian, 1976-1977
2596	Wellman, 1966
2597	Berberian, 1976-1977
2597	Karakhanian, 1995
2597	Map of Iran, 2003
2597	Vostrikov, data 1996
2597	Wellman, 1966
2598	Berberian, 1976-1977
2598	Map of Iran, 2003
2598	Wellman, 1966
2599	Berberian, 1976-1977
2599	Karakhanian, 1995
2599	Map of Iran, 2003
2599	Wellman, 1966
2600	Berberian, 1976-1977
2600	Map of Iran, 2003
2600	Wellman, 1966
2601	Berberian, 1976-1977
